Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RUNX2 (human)	50/1458	0.7111156332249463	0.9999942770590278	0	0	0.928546768933848	0.31656037595838354	C2ORF88;FHL2;MSI2;FAM127C;HENMT1;CASP10;AKT3;PRKG2;CALN1;ARL10;PCYT1B;PACRG;TSPYL1;PRMT2;RHOH;LSR;TC2N;SERPINB6;METTL23;NCR1;CACNB2;DDAH2;MZB1;ALDOC;PHLDB2;ABCG1;EXD2;ZNF671;ADAM22;KCNA6;TM2D3;MIPOL1;PTGS1;AGPAT4;ADAM28;ABLIM1;ACTR3C;DRAM1;PDZD2;ZNF667;ZNF302;E2F5;KLRG1;ABCA2;ZNF781;PSMB8;REC8;SH3YL1;PPFIBP1;SSPN
SRF (human)	120/3420	0.718108270484956	0.9999942770590278	0	0	0.9471748479905087	0.313642673913492	ZNF330;C2ORF88;MUM1;LRRC70;ACCS;GIMAP7;PARK2;ABHD10;RASSF6;HIST1H2AC;CALN1;CA13;TSPYL2;ARL10;STARD4;PAQR7;TPM2;OR2L2;SYTL4;OBSCN;ARMCX2;IFT81;CD109;FREM1;PHLDB2;ABCG1;SLC45A3;RBM8A;ATXN7L3B;NTPCR;PRKCZ;SOCS2;NKAIN2;EBP;ATXN1;TCTEX1D1;PROM1;ZNF302;MPDZ;ZBED5;NHEJ1;ZNF300;SCAI;ABCA2;KLHDC1;DCLK2;SMARCA1;BTBD8;PBX1;TMEM232;ZNF559-ZNF177;TMEM98;HOOK1;PKIA;ZNF418;ID3;EBPL;BEX5;FBN1;ROBO4;FHL1;FHL2;RYR3;RPGR;MECOM;PAAF1;ZIK1;ANKRD6;PACRG;RBM14;CDADC1;HMGCS1;DST;AMT;DDX50;REXO4;CES4A;ZDHHC15;PLCB4;EVC;TRAF5;CRY1;NCOA7;AVP;PIGG;VAMP5;ST6GALNAC5;FAM84B;GRAMD1C;RALA;HIST1H2BJ;HMGCR;TMEM163;GNAI1;FAM117A;LRP6;SLC25A27;TMEM168;ABLIM1;ARVCF;ERMP1;GNA12;GCNT2;ZNF286B;E2F5;ZNF462;GABBR1;AADAT;AKR1C1;NAP1L3;NR1H3;KLHL3;REC8;SLC8A3;CRYGD;MORN4;RAB13;ST7;PFKM;TPT1
GATA3 (human)	87/2505	0.7240912951902571	0.9999942770590278	0	0	0.9384358026872758	0.3029625464307501	GUCY1B3;SPON1;SERPINE2;DPY30;PLOD2;PPP1R9A;CHRDL1;BACH2;NUDT11;ZNF204P;FAM134B;SENP7;UCHL1;HENMT1;MECOM;SCRN1;SLC22A17;PPAT;AASS;ARL10;PAQR8;PCYT1B;OR2L8;TSC22D1;STARD9;NOG;ELOVL7;MIRLET7D;REXO4;ARMCX2;CLDN15;SETBP1;CRY1;DSG2;BCAT1;FREM1;PHLDB2;PDZRN4;PAFAH1B1;SEMA3C;CHRNA5;HIST1H2BJ;KIAA1324L;ATXN7L3B;PBXIP1;NLRC3;DTX3;ADCY6;REPIN1;LOC100128288;ABLIM1;EBP;ERMP1;TMEM65;SV2A;TSPAN6;GNA12;GCNT2;ZNF667;CYTL1;RGAG4;NHEJ1;ZNF300;GBP4;IL12RB2;ABCA5;ARMCX5-GPRASP2;EPHX2;SAMD4A;NR1H3;PDE4DIP;SMARCA1;WDR54;PSMB8;BMP6;TARBP1;KLHL5;TNFSF4;ZNF418;GIPC2;MYO5C;F2RL1;REN;MITD1;FAM26F;MAGED2;ZNF334
ZNF281 (human)	33/986	0.7315412499495997	0.9999942770590278	0	0	0.9059541298156198	0.2832027732020057	TARSL2;PBXIP1;GATA3;DUSP16;NUDT11;NKAIN2;ARHGAP22;GPR173;ATXN1;ZFP30;TSPAN6;TRPS1;SH3BP4;TSPAN2;PRKG1;IL12RB2;CALN1;SPINK2;TPM2;MBOAT1;LDOC1;REC8;METTL23;EFNA1;VWA2;TAB2;EFHC2;PLA2R1;LPIN1;FBXL4;OPTN;RAPGEF3;ZFP28
AHR (human)	47/1391	0.7426796766639395	0.9999942770590278	0	0	0.9136611915174233	0.271805477921929	BEX2;HLF;SEMA3C;HIBADH;PLAG1;ADAM22;HMGCR;ENO2;ACCS;FBXO21;UCHL1;SLC22A17;ZNF667;ME3;CYTL1;ZNF385D;ZNF302;S100PBP;ANKRD6;TSPYL2;ZNF462;FZD3;PCYT1B;PRMT2;DDX58;ZNF181;NAP1L3;PAWR;C1ORF21;LSR;HSPG2;TTC39B;EFNA1;SLC4A8;CCS;CLDN15;SETBP1;PARD3;TRAF5;RAB13;MYO5C;ID1;CRY1;GNB5;PHLDB2;DOCK1;ZFP28
SOX9 (human)	3/105	0.7450009457802599	0.9999942770590278	0	0	0.7721595487510072	0.22730044506145625	MECOM;GIMAP6;MIPOL1
SMAD3 (mouse)	2/72	0.7463156122854264	0.9999942770590278	0	0	0.7503224545632207	0.21954937397400476	CDADC1;FANCF
REL (human)	11/353	0.7499599894674552	0.9999942770590278	0	0	0.8430731723121284	0.2425820143810933	SLC8A3;ZNRF1;RPS6KA6;ROBO4;EMCN;OR2AK2;NFIA;LHFPL2;ERG;CDH9;OPTN
MIB2 (human)	50/1490	0.7652712227056997	0.9999942770590278	0	0	0.9062855864649423	0.24245402297583962	ZNF132;SERPINE2;ELN;ICAM4;CROT;CHRDL1;CDH7;RPGR;GPR173;GPRASP1;PTRF;SLC18A2;PACRG;SPINK2;ST6GAL2;MME;PRMT2;RPL22;AMT;ZNF10;DYNLL1;OBSCN;TAL1;MZB1;AVP;CXORF57;TMEM9;DOCK1;RALA;SLC45A3;INSIG1;NPR3;HSD17B14;DTX3;ABO;MED12L;PTGS1;AGPAT4;EBP;NDN;BEND4;NHEJ1;ZNF462;RBPMS;CYP51A1;SLC8A3;PTPRD;SH3YL1;ID1;PFKM
EWSR1-FLI1 (human)	1/39	0.7672075292882747	0.9999942770590278	0	0	0.6912927811331607	0.18319116395846843	CACNB2
Stat3 (mouse)	59/1762	0.7884456359497357	0.9999942770590278	0	0	0.9028194267055345	0.21459279367604175	ROBO4;HIBADH;ARHGAP5;PARK2;TMEM220;FAM134B;LAPTM4B;UCHL1;DACH1;DEPTOR;MECOM;PPAT;AKT3;SCN9A;PRKG2;IDS;JAK3;HIBCH;DACT1;DST;AMT;DDX50;OBSCN;PARD3;VWA2;ERG;EFHC2;PIGG;DOCK1;PIGH;BHLHB9;INSIG2;LTBP4;HSD17B14;THBS3;AGPAT4;SOCS2;SLC25A27;ABLIM1;EBP;DRAM1;TSPAN6;ATP6V0A2;NHEJ1;PRELID2;RIC3;SLC37A1;LRBA;NAP1L3;CABLES1;PTPRD;BST2;LRCH2;ID1;ASB9;EBPL;GNB5;MDGA2;SERGEF
TEAD2 (mouse)	53/1591	0.7886745384329248	0.9999942770590278	0	0	0.898451962059206	0.2132938812550965	GUCY1B3;ROBO4;GPR21;FAM69B;FHL1;PSIP1;IGF1R;CRHBP;GPR173;SENP7;MECOM;TRPS1;DPYSL3;CALN1;ANKRD6;CAMK1D;TSC22D1;DDX58;TPM2;NOG;RHOH;CASD1;REXO4;CACNB2;DDAH2;RBM12B;SHANK3;PAFAH1B1;DTX3;MLLT3;ATP2C1;ADCY6;MED12L;LRP6;ZNRF1;ATXN1;ATP6V0A2;BEND4;ZKSCAN1;GABBR1;RBPMS;ATP8B2;CRIM1;NAP1L3;LHFPL2;SMARCA1;DCBLD2;EHD2;KRT18;GIPC2;MAGED2;TAB2;GNB5
FOXO3A (human)	26/813	0.7910515396715989	0.9999942770590278	0	0	0.8635374337942053	0.20240640065583285	BEX4;TMEM63A;INSIG2;FHL2;GIMAP6;CDH9;REPIN1;DRAM1;RSBN1L;SAMD13;JAM2;AASS;ZIK1;EDARADD;ZNF285;C6ORF141;KRT18;TMEM98;MORN4;PARD3;TRAF5;ID1;SNRPE;DSG2;AURKAIP1;FBXL4
MYCN (human)	1/42	0.7919238826794688	0.9999942770590278	0	0	0.6406104224976676	0.14944800515333528	HOOK1
EIF4EBP1 (human)	6/212	0.7933534450281728	0.9999942770590278	0	0	0.763651660634874	0.17677501228549947	TMEM232;ZNRF1;MRPS33;ULK4;LUC7L3;TTC39B
Zfx (mouse)	1/43	0.7995658634555878	0.9999942770590278	0	0	0.6253252667187094	0.13987673853995464	ATP6V0A2
HNRNPK (human)	1/43	0.7995658634555878	0.9999942770590278	0	0	0.6253252667187094	0.13987673853995464	TSC22D1
ATF4 (human)	46/1398	0.7999073225700872	0.9999942770590278	0	0	0.8872402091246565	0.1980847210147629	ZNF330;BEX1;FAM57A;ICA1;PSIP1;MSI2;FBXO21;TMEM91;PRKCZ;ACTR3B;BACH2;FAM117A;CDC14B;FAM134B;SLC22A17;TCEAL2;DPYSL3;TRA2A;HIST1H2AE;BEND4;MPDZ;MYH10;SULT1C4;TSPYL2;EDARADD;CD52;ARG2;CDADC1;HMGCS1;SGIP1;CYP51A1;ZNF10;PAWR;NSUN7;MLF1;BAIAP3;CLDN15;ALS2;HOOK1;ETNK1;TRIP6;ID1;NCOA7;ZNF334;PHLDB2;FAM84B
NFATC3 (human)	3/116	0.8026858078081371	0.9999942770590278	0	0	0.6965935264880592	0.15310562486305712	TMEM168;NCOA7;RPGR
ELF3 (human)	49/1488	0.8053602698630359	0.9999942770590278	0	0	0.8875274821289963	0.19211913474557998	TRIM74;THRB;FHL1;ICA1;PLOD2;SPINT2;PEAR1;PPP1R9A;PARK2;FAM134B;SENP7;PLS3;SAMD13;LAG3;LIMCH1;AMT;CACNB2;OBSCN;PLSCR4;TRAF5;MPPED2;MZB1;SPIN2B;TMEM9;AURKAIP1;VAMP5;CHRNA5;TARSL2;NLRC3;DTX3;LTBP3;PTGS1;ARHGAP22;ACTR3C;PDZD2;CYTL1;BEND7;MYH10;NHEJ1;ABCA2;CMTM8;RBPMS;AADAT;LRBA;EPHX2;DCLK2;PDE4DIP;BAIAP3;TRIP6
FOXI1 (human)	6/217	0.8110334283810242	0.9999942770590278	0	0	0.7453600787499104	0.15611269226935937	ZNF781;ZNF10;BBS9;MYH10;WDR54;PAAF1
TAL1::TCF3 (human)	1/45	0.8140191932120633	0.9999942770590278	0	0	0.5968392945851962	0.12281241805302133	RAPGEF2
SOX2 (human)	1/45	0.8140191932120633	0.9999942770590278	0	0	0.5968392945851962	0.12281241805302133	PSIP1
REPIN1 (human)	48/1466	0.8148776358147013	0.9999942770590278	0	0	0.8820400893620088	0.18056888068479005	PECR;HIST1H2BJ;ELN;PEAR1;ARHGAP5;PPP1R9A;FAM169A;IGF1R;THBS3;ARHGAP22;ING5;STK33;BCL7A;SLC22A17;DPYSL3;NDN;PGM5;ZNF248;ZBED5;PRKG1;PCYT1B;C5ORF56;ST6GAL2;RBPMS;PCDH9;STAC;RPL22;TPM1;SAMD4A;PAWR;DYNLL1;HSPG2;METTL23;EFNA1;MEIS1;MORN4;CLDN15;KLHL6;ARMC4;PLSCR4;PKP2;LUC7L3;MAGED2;HIST1H2BG;ZNF135;RAPGEF3;ANKRD36B;TSPYL5
PRDM1 (human)	48/1468	0.8176371527114067	0.9999942770590278	0	0	0.8806990850210754	0.17731697647086614	WDR49;ZNF154;CHRNA5;FAM69B;KIAA1324L;C2ORF88;FIGN;LRRC70;CROT;PPP1R9A;ATP2C1;TMEM91;CNN3;AGPAT4;ARHGAP22;APH1B;PDZD2;HENMT1;SLC22A17;FAM19A2;PRKG2;ZNF385D;SLC37A3;PRKG1;DACT1;KLRG1;PCYT1B;DDX58;ZNF10;RHOH;PDE4DIP;CASD1;TMEM98;KLHL5;SETBP1;PALLD;ZNF418;GIPC2;TRAF5;ALDH1A1;MZB1;SERPINI1;BMPR1B;FREM1;HLA-DRB1;PDZRN4;ZNF354C;PIGH
MTF1 (human)	47/1440	0.8188041105319858	0.9999942770590278	0	0	0.8791123464050783	0.1757437052253709	WDR49;THRB;SERPINE2;PLAG1;FHL1;ADAM22;TMEM91;PARK2;AGPAT4;ARHGAP22;RPS6KA6;APH1B;MECOM;CHST12;SH3TC1;PPAT;DPYSL3;RASSF6;ATP6V0A2;ZNF248;CALN1;DACT1;PACRG;SLC2A10;SAMD4A;CTDSPL;MBOAT1;PHKA1;DYNLL1;CES4A;BAIAP3;PTPRD;EFNA1;EHD2;CACNB2;CCS;MEIS1;PLCB4;EVC;HIST3H2A;NBEA;ETNK2;OR2L13;ARMC4;NCOA7;GNB5;ABCG1
Sox17 (mouse)	15/500	0.8206392481169099	0.9999942770590278	0	0	0.8090342589667748	0.159923154316923	FZD3;PCYT1B;REXO2;GGCT;ABLIM1;TMEM136;NFIA;ALS2;SH3TC1;ATP6V0A2;NHLRC1;NCOA7;AVP;HIST1H2BG;SNORA31
NFIA (human)	46/1416	0.8254985827780776	0.9999942770590278	0	0	0.8747033011400461	0.16773986860664591	ZNF132;SLC45A3;TARSL2;CNRIP1;C2ORF88;PBXIP1;ACCS;THBS3;NUDT10;FGD5;ARVCF;PNMA1;SV2A;ABI3BP;PLS3;CYTL1;CTSF;GPRASP1;BEND7;SULT1C4;SDR42E1;PRELID2;DST;CAMLG;EPHX2;C10ORF10;NAP1L3;CABLES1;PHOSPHO2-KLHL23;PGM2L1;MLF1;SERPINB6;BAIAP3;EMCN;NFIA;NBEA;MPPED2;NFE2L3;MZB1;MAGED2;GNB5;TMEM9;MDGA2;FREM1;RAPGEF3;PIGH
CPEB1 (human)	1/47	0.8274315999356233	0.9999942770590278	0	0	0.5708303635067712	0.10813173007692811	JAM2
SP3 (mouse)	36/1129	0.8307627786334658	0.9999942770590278	0	0	0.8588159160747735	0.15923390907365778	PECR;SLC45A3;ADAM22;ARHGAP5;TXNDC15;ADCY6;IGF1R;ARHGAP22;GPR173;PARD6B;DACH1;DEPTOR;DPYSL3;SPOCK3;AASS;EDARADD;EGLN3;ATP8B2;SLC2A10;LRBA;CABLES1;RHOH;RASSF9;LHFPL2;CDC42BPA;ZDHHC15;TMEM232;EVC;TMEM98;NFIA;NFE2L3;PRR15;ALDOC;SERPINI1;PFKM;DMRTC1B
NKX2-8 (human)	7/256	0.8326003853948906	0.9999942770590278	0	0	0.7364222731144966	0.13491365132646732	KIAA1324L;ABI3BP;ID3;PDE4DIP;FREM1;HIBCH;SERPINB6
ELK4 (human)	47/1453	0.8361264906800245	0.9999942770590278	0	0	0.8703505177726445	0.15577130829943353	RBM8A;INSIG2;PLAG1;INSIG1;MRPS33;FHL1;ADAM22;KCNA6;NTPCR;TM2D3;WDR89;GIMAP7;JAKMIP2;REPIN1;FAM134B;LAPTM4B;MECOM;ZFP30;PNMA1;DPYSL3;TP53INP1;GNA12;DNAJB9;ZNF300;ZKSCAN1;ANKRD6;EDARADD;LAG3;GABBR1;LRBA;SAMD4A;PDE4DIP;DDX50;ZDHHC15;PTPRD;CCS;TRAF5;NFE2L3;SNRPE;LRRN1;TAB2;GNB5;AURKAIP1;ZNF334;PFKM;DZIP3;ITGA9
CBEPA (human)	44/1366	0.8361819044472408	0.9999942770590278	0	0	0.8668530111169908	0.15508789249746618	ZNF132;ZNF330;RALA;THRB;SEMA3C;TMEM200A;FHL1;ULK4;ICA1;LTBP4;HSD17B14;ATXN7L3B;MSI2;CHRDL1;PTGS1;ATXN1;ZNF706;FAM19A2;CYTL1;SLC37A3;S1PR4;PRKG1;SULT1C4;STARD4;LAG3;ATP8B2;TSC22D1;SAMD4A;NR1H3;DCLK2;PBX1;CES4A;BAIAP3;IFT88;PLCB4;ARMCX2;PARD3;PKIA;ID3;SERPINI1;MDGA2;ST6GALNAC5;TPT1;PAFAH1B1
CREB1 (human)	92/2749	0.844120527072418	0.9999942770590278	0	0	0.8972384488153331	0.15204601855812983	WDR49;THRB;FAM57A;C2ORF88;FHL1;MUM1;ICA1;MSI2;FAM127C;TMEM91;DUSP16;CDC14B;NUDT11;TRO;CRHBP;ZFP30;CASP10;SLC22A17;CFL2;HIST1H2AE;HIBCH;CALN1;EDARADD;ARL10;ARG2;CDADC1;SLC2A10;SGIP1;AMT;ZNF10;NSUN7;ELOVL7;TC2N;ZNF75A;NCR1;CACNB2;EMCN;TMEM136;SYPL1;CLDN15;ALS2;OR2L13;DDAH2;TRAF5;SPIN2B;HIST1H2BG;PIGG;DOCK1;ABCG1;GRAMD1C;ZNF594;HIST1H2BJ;ADAM22;PRKCZ;THBS3;AGPAT4;ARHGAP22;ZNRF1;FGD5;ABLIM1;ACTR3C;ERMP1;PPCS;ABI3BP;TP53INP1;GNA12;TRA2A;PROM1;BEND7;E2F5;MPDZ;SCN3A;MYH10;ZKSCAN1;GSTM3;FZD3;ARMCX5-GPRASP2;LRBA;CYP51A1;ZNF181;CABLES1;DCLK2;SMARCA1;KLK10;ETNK2;KLHL6;ID1;ASB9;GATS;FAM171B;GNB5;PFKM
APEX1 (human)	44/1373	0.8452522039837536	0.9999942770590278	0	0	0.8619508322221385	0.1449113720792954	WDR49;BHLHB9;FAM69B;KRBA2;PKD2;FAM169A;TMEM91;REPIN1;ABLIM1;RPS6KA6;EBP;BCL7A;SV2A;GCNT2;PTRF;JAM2;PAAF1;AASS;HIBCH;EDARADD;PAQR8;ABCA2;ZNF781;ARG2;ABCA5;DDX58;ELAC2;NICN1;CMBL;CES4A;BSPRY;GGCT;CACNB2;KRT18;TMEM98;MORN4;PALLD;ASB9;REN;VWA2;AVP;LPIN1;VAMP5;PHLDB2
HNF4A (human)	70/2127	0.8492841585533262	0.9999942770590278	0	0	0.8833464951741139	0.14430476494623837	FAM69B;ICA1;PLOD2;TMEM91;ING5;FAM102B;RPS6KA6;DACH1;ZFP30;SCRN1;RASSF6;PRKG2;ME3;CTSF;GPRASP1;MCF2L2;TAS2R5;ANKRD6;EDARADD;LAG3;TSPYL1;CAMLG;TSC22D1;TC2N;CACNB2;PLCB4;EMCN;PALLD;ARMC4;EFHC2;AVP;HIST1H2BG;PLA2R1;PDZRN4;ABCG1;C11ORF54;TMEM63A;BEX1;SLC45A3;BHLHB9;PLAG1;AGPAT4;ARHGAP22;ATXN1;DRAM1;SV2A;TMEM67;TP53INP1;GNA12;BEND4;APOL3;S100PBP;ABCA5;HTR1F;LRBA;CRIM1;CABLES1;PDE4DIP;PBX1;BAIAP3;TMEM98;KLHL5;KLHL6;SCD;PKIA;SLC25A30;MSRB3;ZNF334;ZNF135;DZIP3
PRDM1 (mouse)	5/196	0.8493656216874892	0.9999942770590278	0	0	0.6859501754789713	0.11199202277063011	ABLIM1;DPPA4;ID3;DUSP16;PSMB8
ESR2 (mouse)	1/51	0.8514277524265581	0.9999942770590278	0	0	0.5250546448087432	0.08445011979961646	SOCS2
ATF1 (human)	7/264	0.8546448176767368	0.9999942770590278	0	0	0.713198486456357	0.11202159721127325	EXD2;ABCB1;HIST1H2BJ;HTR1F;TRPC1;C2ORF88;MZB1
MIR133B (human)	48/1500	0.857991356609396	0.9999942770590278	0	0	0.8597454304156361	0.13167968775037053	TRIM74;SLC45A3;C2ORF88;FHL1;FHL2;TRANK1;LTBP4;HSD17B14;ICAM4;KCNA6;DUSP18;TM2D3;ENO2;ACTR3B;SOCS2;ACTR3C;ARVCF;EBP;ATXN1;CASP10;SH3TC1;AKT3;PROM1;RGAG4;SLC18A2;JAM2;ZKSCAN1;PAAF1;S100PBP;GBP4;ZIK1;PCYT1B;CAMK1D;HMGCS1;AMT;RHOH;CES4A;BAIAP3;OBSCN;MORN4;CLDN15;PALLD;PARD3;F2RL1;NCOA7;AVP;CXORF57;VAMP5
POU2F1 (mouse)	56/1735	0.8610025182004307	0.9999942770590278	0	0	0.8664931207733378	0.1296774973383322	GPR21;ACCS;FBXO21;RYR3;CDH7;TMEM220;PREX2;DPYSL3;MMP28;RNF17;HIST1H2AE;BAALC;HIST1H2AC;PCYT1B;DAPK1;RPL23;ZBTB38;TPM1;ELOVL7;CMBL;PGM2L1;PARD3B;PARD3;ALDH1A1;HIST1H2BG;BCAT1;HIST1H2BB;FREM1;PHLDB2;ST6GALNAC5;ITGA9;FIGN;KCNA6;TM2D3;MLLT3;ADCY6;FAM117A;PDZD2;GCNT2;BEND4;DNAJB9;NHEJ1;SCAI;WDR17;EGLN3;NAP1L2;NMI;SGCZ;REC8;BSPRY;TSPAN13;HIST3H2A;NFIA;ASB9;F2RL1;FAM26F
MYC (human)	41/1302	0.8657280820034962	0.9999942770590278	0	0	0.8460186199593863	0.12198269793112929	SERPINE2;FHL1;TRANK1;GIMAP2;MSI2;TM2D3;FAM127C;BACH2;RYR3;AGPAT4;NUDT11;REPIN1;FAM134B;ING5;SENP7;STK33;SH3TC1;CFL2;PPAT;ME3;HES1;CTSF;PROM1;TMEM38B;ZIK1;CALN1;ARL10;EGLN3;AMT;CABLES1;SYTL4;KLK10;BMP6;EFNA1;KLHL5;ALS2;OR2L13;TRIP6;ASB9;ALDOC;DOCK1
IRF8 (mouse)	57/1770	0.8672808164246183	0.9999942770590278	0	0	0.8640659488699365	0.12303647629281773	PLOD2;GIMAP7;RYR3;FAM134B;ING5;FAM102B;DEPTOR;TRPS1;SCN9A;FAM19A2;RNF150;JAK3;HIST1H2AC;ZIK1;ANKRD6;ST6GAL2;HIST1H2AK;RHOH;LDOC1;PARD3B;IFT88;PLCB4;TMEM136;SLC9A7;PARD3;RBM12B;PKP2;RAPGEF2;RAB38;ERG;TMEM9;RALA;TM2D3;PRKCZ;ABLIM1;TSPAN6;TCTEX1D1;NRIP1;CYYR1;EIF4B;GBP4;RIC3;GABBR1;RBPMS;SHFM1;NAP1L2;PSMB8;BSPRY;PTPRD;EFNA1;KRT18;KLHL5;ASB9;FAM26F;MAGED2;FAT4;GNB5
E2F4 (human)	7/270	0.869586938701065	0.9999942770590278	0	0	0.6967078318616514	0.09735583664870787	NKAIN2;BHLHB9;HIST1H2BJ;TARSL2;DPYSL3;RASSF6;GPRASP1
PDX1 (human)	1/55	0.8720910396597802	0.9999942770590278	0	0	0.48606051406597856	0.06652295026346627	GKAP1
ATF2 (human)	48/1517	0.8765852545671531	0.9999942770590278	0	0	0.8489851082965223	0.11182943259091162	WDR49;SLC35B3;EXD2;ZNF330;SERPINE2;SEMA3C;SPPL2B;FHL1;PLOD2;KIAA1211;CHRDL1;MED12L;MIPOL1;RPGR;ACTR3C;DACH1;PRKG2;ZNF248;ZNF385D;CYYR1;E2F5;ZBED5;PRKG1;PAAF1;ARL10;PAQR8;PACRG;PRMT2;LIMCH1;AMT;NAP1L3;CABLES1;DCLK2;NAP1L2;PDE4DIP;OR2L2;SYTL4;EHD2;PPFIBP1;PLCB4;IFT81;DDAH2;CD109;ALDH1A1;MSRB3;NCOA7;AURKAIP1;L3MBTL4
TEAD1 (human)	49/1547	0.877358663917948	0.9999942770590278	0	0	0.8497499590096738	0.11118077765469946	ZNF330;C2ORF88;FHL1;FHL2;PLOD2;SPINT2;CASP10;DPYSL3;RASSF6;HIBCH;PACRG;RBM14;C5ORF56;RHOH;CES4A;MLF1;NCR1;CDCP1;IFT81;OR2L13;DDAH2;NHLRC1;ERG;BEX4;SLC45A3;CFH;NPR3;TRANK1;NLRC3;TM2D3;MLLT3;PRKCZ;JAKMIP2;AGPAT4;MYCT1;FGD5;ABLIM1;TCTEX1D1;TP53INP1;GCNT2;ZNF544;GSTM3;HLA-DRB5;HTR1F;LHFPL2;EFNA1;ID3;PFKM;DMRTC1B
Arnt::Ahr (mouse)	5/207	0.880050050909415	0.9999942770590278	0	0	0.6482224458709607	0.08282759347099201	GGCT;NUDT10;ATP6V0A2;SSPN;TMEM91
CEBPD (human)	47/1495	0.8840212172066367	0.9999942770590278	0	0	0.8431182851988467	0.10393474498560863	ZNF154;EXD2;FAM69B;MUM1;ICAM4;DUSP18;ACCS;TMEM91;ACACB;MIPOL1;ACTR3C;SV2A;AKT3;TRA2A;GCNT2;BEND7;S100PBP;ARL10;ST6GAL2;ABCA5;NICN1;STARD9;CYP51A1;NR1H3;PDE4DIP;LDOC1;NSUN7;TC2N;PSMB8;REC8;EHD2;CACNB2;HIST3H2A;PLSCR4;RAB13;GATS;EBPL;SNRPE;NCOA7;SERPINI1;AVP;NUP62CL;BCAT1;FREM1;DZIP3;TPT1;PAFAH1B1
RARA (human)	43/1379	0.8856972671236313	0.9999942770590278	0	0	0.8364065347565738	0.10152308518143743	ZNF474;BHLHB9;SPPL2B;ULK4;DUSP18;ADCY6;AGPAT4;MED10;RSBN1L;GCNT2;ATP6V0A2;FAM65C;CTSF;PTRF;ARL10;ARG2;CAMLG;DDX58;ELAC2;STYK1;AMT;NR1H3;VWDE;CMBL;BIVM-ERCC5;REC8;NCR1;PPFIBP1;PLCB4;TMEM98;ETNK2;HOOK1;SCD;ETNK1;ALDH1A1;GATS;SLC25A30;LUC7L3;SNRPE;AVP;GNB5;AURKAIP1;ABCG1
Nr2e3 (mouse)	3/139	0.8884587576356641	0.9999942770590278	0	0	0.5780922643029814	0.06836926697696868	MORN4;ATP6V0A2;FAM65C
Arnt (mouse)	3/139	0.8884587576356641	0.9999942770590278	0	0	0.5780922643029814	0.06836926697696868	HIST1H2AE;LTBP4;ATP6V0A2
JUN (human)	98/2976	0.8905875097118193	0.9999942770590278	0	0	0.8788485004350134	0.10183561271955563	ZNF330;C2ORF88;GIMAP2;PLOD2;TMEM91;TXNDC15;PARK2;CDH7;CDC14B;NUDT11;NUDT10;HENMT1;PLS3;CALN1;ZNF165;STARD4;HFM1;LIMCH1;RPL23;ZNF10;TC2N;CASD1;SYTL4;CACNB2;IFT88;EMCN;CD109;SPIN2B;ERG;ZNF154;ZNF671;INSIG1;GATA3;DTX3;LTBP3;NKAIN2;ARHGAP22;ACTR3C;ATXN1;ZNF706;ATP6V0A2;CYTL1;PROM1;PRELID2;NMI;PTPRD;EHD2;TRIP6;BMPR1B;FBXL4;ZNF135;WDR49;ROBO4;FAM69B;ICA1;CROT;PKD2;CTSF;AASS;DACT1;PRMT2;TSC22D1;CLDN15;DPPA4;SETBP1;PALLD;MZB1;ALDOC;VAMP5;RAPGEF3;PIGH;ITGA9;NLRC3;FSTL1;MIPOL1;REPIN1;TMEM168;ABLIM1;SV2A;SH3TC1;TMEM67;GNA12;BEND7;S1PR4;APOL3;AADAT;STYK1;ZNF181;CABLES1;LHFPL2;BAIAP3;TTC39B;SLC8A3;CRYGD;KRT18;NFIA;KLHL6;ZNF334
ETS1 (mouse)	53/1681	0.8935732535661691	0.9999942770590278	0	0	0.844474454400925	0.0950261454976008	GPSM2;SERPINE2;ELN;DPY30;SPINT2;TMEM91;RPGR;PREX2;NUDT10;CFL2;TRPS1;PLS3;GPRASP1;SLC37A3;PAQR7;DAPK1;DDX58;HDGFRP3;VWDE;HSPG2;IFT88;ARMCX1;ARMC4;TRAF5;RBM12B;SNRPE;DSG2;NUP62CL;HIST1H2BB;INSIG2;ATL1;RNF8;FSTL1;ACTR3B;PTGS1;ZNRF1;MYCT1;STK33;ABLIM1;SV2A;SH3BP4;DNAJB9;GPC5;HES1;MYH10;NAP1L2;KLK10;FGF16;MORN4;NBEA;ST7;MITD1;MAGED2
NFIL3 (human)	1/62	0.9015863956213744	0.9999942770590278	0	0	0.430126310131685	0.0445608300288015	C2ORF88
TCFAP2A (human)	42/1367	0.9027235476489847	0.9999942770590278	0	0	0.8230499959042132	0.08423004869196674	SERPINE2;PLAG1;ATL1;FAM57A;FHL1;LTBP4;FIGN;MSI2;PRKCZ;ABO;MED12L;IGF1R;NKAIN2;ING5;FAM102B;BCL7A;NRIP1;HES1;ZNF521;ABCA2;ST6GAL2;CAMK1D;PCDH9;TSC22D1;ARHGEF17;SAMD4A;CTDSPL;CRIM1;HDGFRP3;LHFPL2;HSPG2;BAIAP3;PLCB4;SETBP1;PARD3;PKP2;TAB2;PIGG;MDGA2;ABCG1;PAFAH1B1;ZFP28
