Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
SNAI1 (human)	28/1428	0.9999528069268825	0.9999942770590278	0	0	0.5068652482269503	2.3921093179690404E-5	LTBP4;SPINT2;TMEM91;PRKCZ;PARD6B;GCNT2;BEND7;JAK3;NPDC1;ARG2;HTR1F;DDX58;C10ORF10;AMT;RHOH;LSR;REXO2;BAIAP3;TTC39B;CACNB2;SH3YL1;IFT88;ARMCX1;DDAH2;SLC25A30;LUC7L3;LPIN1;ABCG1
TCF3 (human)	28/1428	0.9999528069268825	0.9999942770590278	0	0	0.5068652482269503	2.3921093179690404E-5	LTBP4;SPINT2;TMEM91;PRKCZ;PARD6B;GCNT2;BEND7;JAK3;NPDC1;ARG2;HTR1F;DDX58;C10ORF10;AMT;RHOH;LSR;REXO2;BAIAP3;TTC39B;CACNB2;SH3YL1;IFT88;ARMCX1;DDAH2;SLC25A30;LUC7L3;LPIN1;ABCG1
NR5A1 (mouse)	17/1020	0.9999566958634577	0.9999942770590278	0	0	0.4323454218350535	1.8722750569782566E-5	GABBR1;SPINK2;TRANK1;PDE4DIP;REXO2;PRKCZ;PREX2;LAPTM4B;EVC;DRAM1;TMEM136;TCTEX1D1;PLSCR4;CYTL1;BCAT1;ATP9A;PDZRN4
CBEPB (mouse)	83/3275	0.9999595703209712	0.9999942770590278	0	0	0.6430619818777713	2.59993150984928E-5	GPSM2;THRB;ICA1;PLOD2;CDH9;MYLK4;PREX2;SYDE2;LAPTM4B;ABHD10;RPS6KA6;UCHL1;MECOM;BCL7A;PPAT;TRPS1;MMP28;RNF17;HIST1H2AE;PLS3;JAK3;SLC37A3;PRKG1;HIBCH;ZIK1;MREG;PAQR7;TPM2;LDOC1;LSR;SYTL4;NCR1;ARMCX1;POLG2;PALLD;PLSCR4;MPPED2;RAPGEF2;VWA2;NUP62CL;ST6GALNAC5;GRAMD1C;SLC45A3;HLF;RBM8A;TRANK1;HSD17B14;DTX3;FAM169A;ATP2C1;PRKCZ;PTGS1;REPIN1;MYCT1;FGD5;ADAM28;GNA12;GCNT2;BEND7;E2F5;SCN3A;EIF4B;SCAI;GBP4;RIC3;MYEF2;HTR1F;NICN1;CRIM1;NAP1L3;DCLK2;NAP1L2;SMARCA1;SGCZ;PTPRD;CRYGD;MORN4;NFIA;KLHL5;ID3;F2RL1;TAB2;SERPINI1
USF1 (mouse)	22/1219	0.9999623732596506	0.9999942770590278	0	0	0.4671077600235939	1.7576073068816896E-5	GRAMD1C;BHLHB9;TPM2;CTDSPL;BOLA1;DPY30;NAP1L2;TMEM64;ACACB;DDX50;FANCF;BSPRY;CRHBP;LRCH2;ERMP1;KRT18;EMCN;MAGED2;NCOA7;GNB5;PFKM;SHANK3
TFAP2A (mouse)	34/1663	0.9999665452404264	0.9999942770590278	0	0	0.526659588239272	1.761956463247634E-5	FHL1;LTBP4;HSD17B14;KCNA6;TMEM163;ADCY6;SOCS2;ARHGAP22;SENP7;ARVCF;MECOM;SV2A;SH3TC1;GCNT2;PGM5;CYTL1;CALN1;FZD3;LAG3;TSPYL1;TSC22D1;TPM2;TPM1;PDE4DIP;TMEM232;PPFIBP1;LRCH2;NFIA;AVP;TMEM9;SHANK3;DOCK1;OPTN;GSTM5
RUNX2 (mouse)	36/1750	0.9999740294494599	0.9999942770590278	0	0	0.5289446854246153	1.3737163067353126E-5	CHRM3;CFH;FHL2;RNF8;DPY30;NLRC3;SPINT2;DUSP18;PEAR1;PRKCZ;SLC25A27;SYDE2;GPR173;ING5;DEPTOR;PDZD2;ZFP30;BCL7A;SH3TC1;GCNT2;FAM65C;JAK3;GSTM3;PRELID2;WDR17;SPINK2;PAQR7;AADAT;PDE4DIP;CRYGD;PPFIBP1;DPPA4;GKAP1;PKIA;RBM12B;BCAT1
NR3C1 (mouse)	36/1775	0.9999817855936194	0.9999942770590278	0	0	0.5205980118523237	9.482470107861186E-6	BEX2;ROBO4;INSIG2;PCDHGB4;ELN;NPR3;RNF8;DPY30;PEAR1;GIMAP7;TMEM220;SENP7;ABHD10;ABLIM1;ZFP30;TSPAN6;SCN9A;PLS3;GABBR1;DAPK1;FZD6;MBOAT1;VWDE;CMBL;TC2N;CP;PTPRD;GGCT;TMEM232;SLC4A8;TAL1;RBM12B;MITD1;NCOA7;BCAT1;PDZRN4
FOS (mouse)	34/1708	0.9999828221640401	0.9999942770590278	0	0	0.5111945209319338	8.781291046168695E-6	ADAM22;MPL;LTBP3;PKD2;TXNDC15;RPGR;FAM134B;ABLIM1;SH3BP4;IDS;BAALC;PGM5;GPC5;METTL6;CALN1;KLRG1;NPDC1;SLC10A5;PCYT1B;GABBR1;TPM1;PAWR;DCLK2;KLK10;PARD3B;SH3YL1;PSMC6;CLDN15;ID1;NUP62CL;BMPR1B;LPIN1;PDZRN4;GSTM5
ETV4 (mouse)	34/1773	0.9999911233209123	0.9999942770590278	0	0	0.49026910208537455	4.351980801407085E-6	CHRM3;SLC45A3;HLF;HIBADH;CNRIP1;PCDHGB4;ATXN7L3B;PLOD2;KCNA6;CLEC9A;SOCS2;ARHGAP22;LAPTM4B;TMEM168;AKT3;DPYSL3;GCNT2;RNF17;HIST1H2AE;BAALC;RNF150;HIBCH;TSPYL2;STARD4;LSR;CP;PARD3B;NFIA;ALS2;CD109;NFE2L3;RAPGEF2;FAM26F;ALDOC
ZNF148 (human)	29/1591	0.9999913779562529	0.9999942770590278	0	0	0.4669175954487254	4.02580128958043E-6	FHL1;NLRC3;MSI2;ENO2;DUSP16;GPR173;ATXN1;DRAM1;TSPAN6;HES1;PRKG1;CALN1;TSPYL2;ARL10;NPDC1;ABCA2;GABBR1;TPM2;CTDSPL;MBOAT1;BAIAP3;EFNA1;OBSCN;CLDN15;VWA2;OPTN;RAPGEF3;ABCG1;ZFP28
FOXC1 (human)	421/13142	0.9999914143948271	0.9999942770590278	0	0	0.6943560919859953	5.961492846750048E-6	SERPINE2;TMEM200A;C2ORF88;SNORD116-21;SPINT2;ENO2;ACCS;WDR89;TMEM91;BACH2;CRHBP;GPR173;FAM134B;HENMT1;AKT3;DPYSL3;FAM19A2;SAMD13;SNORA31;ZNF165;STARD4;TSPYL1;RPL22;LDOC1;OR2L2;SYTL4;PARD3;PRR15;SPIN2B;NHLRC1;FREM1;TSPYL5;ZNF154;EXD2;CFH;TARSL2;ABO;LOC100128288;PROM1;GTF2IRD2B;NHEJ1;ABCA2;PRELID2;FZD3;NSUN5P2;ABCA5;LRBA;PBX1;EHD2;ZNF559-ZNF177;TMEM98;PKIA;GIPC2;SSPN;REN;SERPINI1;HLA-DRB1;DZIP3;GSTM5;WDR49;ELN;GPR21;PEAR1;FAM127C;ING5;MECOM;KIAA1147;MMP28;RNF150;GPRASP1;SLC18A2;SULT1C4;EDARADD;ARG2;NSUN7;SYS1-DBNDD2;DYNLL1;BIVM-ERCC5;PGM2L1;SERPINB6;PLCB4;TAL1;VN1R1;RAPGEF2;SNORA68;NUP62CL;VAMP5;RAPGEF3;SLC29A2;PAFAH1B1;ZNF474;ZNF594;C11ORF54;SCARNA10;ADAM22;TMEM163;ADCY6;FAM117A;PTGS1;MYCT1;FGD5;ADAM28;TMEM65;ABI3BP;GCNT2;JAM2;WDR17;AADAT;SAMD4A;NR1H3;ELP2;C1ORF21;TMEM64;PSMB8;DCBLD2;SLC8A3;LOC100134868;MORN4;NFIA;ETNK2;ETNK1;GATS;MSRB3;MITD1;ZNF334;ZNF330;MUM1;MSI2;FBXO21;CDH9;PARK2;CDC14B;MYLK4;NUDT11;NUDT10;DEPTOR;ZFP30;CFL2;PLS3;MREG;TPM2;TPM1;MIRLET7I;C6ORF141;MIRLET7D;CACNB2;SMO;SYPL1;SLC9A7;OR2L13;PKP2;RAB38;ERG;PLA2R1;PHLDB2;ANKRD36B;ZNF671;INSIG1;KRBA2;SOCS2;ATXN1;ZNF667;ZNF544;ZKSCAN1;ZNF662;ZNF781;SLC37A1;RBPMS;ATP8B2;FANCL;SHFM1;BTBD8;GGCT;LRCH2;NBEA;NFE2L3;NPHP3-ACAD11;FAM26F;ZNF770;TRIM74;FHL1;FHL2;DUSP18;DUSP16;TRO;SCRN1;RNF17;PRKG2;ZNF404;ME3;SERAC1;ZNF521;SLC37A3;PRKG1;PAAF1;CDADC1;DST;SGIP1;ELAC2;TRPC1;AMT;REXO2;REXO4;PARD3B;TRAF5;DSG2;BCAT1;L3MBTL4;ST6GALNAC5;SEMA3C;PLAG1;FAM24B-CUZD1;HSD17B14;PBXIP1;KIAA1211;MLLT3;JAKMIP2;LRP6;SLC25A27;REPIN1;ZNRF1;ABLIM1;PARD6B;DRAM1;RSBN1L;BEND4;DNAJB9;BEND7;E2F5;PCDH9;STYK1;MBOAT1;CABLES1;REC8;BAIAP3;TTC39B;TSPAN13;SLC25A30;DKFZP434L187;MDGA2;PFKM;SPON1;TP53RK;ZNF204P;RPS6KA6;RASSF6;CALN1;ARL10;PAQR8;ST6GAL2;PAQR7;LIMCH1;CMBL;CD109;ZNF711;PIR-FIGF;AURKAIP1;BEX4;BEX2;TMEM63A;BEX1;SLC45A3;TRANK1;MED12L;NKAIN2;ACTR3C;ZNF706;PPCS;TSPAN6;TSPAN2;ZBED5;SCN3A;SLC10A5;DCLK2;NMI;SMARCA1;MYO5C;ID1;ID3;MAGED2;BEX5;CCDC127;ICA1;CROT;CHRDL1;UCHL1;SLC22A17;BBS9;IDS;MCF2L2;AASS;ANKRD6;CD52;PCYT1B;PACRG;CAMLG;MME;PRMT2;TSC22D1;MLF1;ZDHHC15;CDCP1;MPPED2;MIR17HG;RBM12B;VWA2;NCOA7;AVP;PDZRN4;KIAA1324L;ACTR3BP2;PNMA1;TCEAL2;ANKRD36BP2;GPC5;METTL6;LOC644172;NPDC1;GABBR1;AKR1C1;KLHL3;LHFPL2;KLK10;FBXW4P1;HIST3H2A;KRT18;KLHL5;KLHL6;F2RL1;FAM171B;ZNF354C;ZFP28;GUCY1B3;SPPL2B;GIMAP2;GIMAP6;GIMAP7;SYDE2;TATDN1;SCN9A;BAALC;TMEM38B;HIST1H2AC;CA13;HFM1;HIST1H2AK;SLC30A4;HCG4;VWDE;SDHC;EMCN;POLG2;LOC441204;ABCG1;BHLHB9;RBM8A;LTBP4;LTBP3;ACACB;CNN3;OR2AK2;TCTEX1D1;MYH10;EPHX2;CRIM1;BMP6;BSPRY;TMEM232;PGM5P2;HOOK1;EBPL;TAB2;GNB5;SERGEF;BMPR1B;FBN1;THRB;PCDHGB4;PSIP1;DPY30;SENP7;TRPS1;ZNF385D;HIBCH;DACT1;RBM14;DDX58;LSR;SETBP1;PALLD;DDAH2;ALDH1A1;LUC7L3;CXORF57;TMEM9;FAM84B;SEPT5-GP1BB;HIST1H2BJ;RNF8;HMGCR;ATP2C1;SV2A;SPOCK3;NRIP1;ZNF286B;GBP4;KLRG1;CMTM8;ZNF181;NAP1L3;NAP1L2;PDE4DIP;SDHAP3;CRYGD;SLC4A8;SH3YL1;CCS;SCD;ASB9;SNORD64;LPIN1
NFKB1 (mouse)	77/3284	0.999991894239617	0.9999942770590278	0	0	0.5878052583145101	4.764627886265607E-6	SLC35B3;SERPINE2;CCDC127;TMEM200A;ELN;WDR89;IGF1R;PREX2;CRHBP;GPR173;FAM134B;DEPTOR;SCRN1;PLS3;JAK3;PTRF;ZIK1;CALN1;STARD4;ARG2;TSPYL1;CAMK1D;TSC22D1;ELAC2;REXO2;PARD3B;OBSCN;CLDN15;DDAH2;VWA2;NUP62CL;PIGG;PLA2R1;SHANK3;OPTN;PIGH;RALA;ATL1;LTBP4;FAM169A;ADCY6;THBS3;SOCS2;SLC25A27;ZNRF1;PARD6B;PDZD2;SV2A;TSPAN6;TCTEX1D1;ATP6V0A2;HES1;CYYR1;PROM1;MPDZ;ATP9A;SCAI;KLRG1;WDR17;FZD3;PCDH9;STAC;NMI;CDC42BPA;KLK10;WDR54;FANCF;CRYGD;MEIS1;NFIA;ETNK2;GKAP1;ETNK1;EBPL;LRRN1;GSTM5;ZFP28
GATA2 (human)	292/9985	0.9999921011034294	0.9999942770590278	0	0	0.6540025962584215	5.165919267308119E-6	SLC35B3;SPON1;SERPINE2;TP53RK;IFT172;C2ORF88;ACCS;WDR89;TXNDC15;BACH2;PREX2;ZNF204P;BCRP2;HENMT1;PPAT;DPYSL3;RASSF6;FAM19A2;FAM65C;SAMD13;CALN1;TSPYL2;ARL10;STARD4;OR2L8;LIMCH1;BOLA1;SYTL4;SPIN2B;ZNF711;AURKAIP1;FREM1;MEG3;BEX2;TMEM63A;BEX1;PRKCZ;ACTR3B;ABO;LOC100128288;ZNF706;PPCS;ZBED5;SCN3A;NHEJ1;ABCA2;SLC10A5;FZD3;NSUN5P2;STAC;FZD6;DCLK2;NMI;SMARCA1;ZNF559-ZNF177;TMEM98;GKAP1;TNFSF4;PKIA;GIPC2;TRIP6;MYO5C;SSPN;ID3;LRRN1;MAGED2;FBXL4;DMRTC1B;HLA-DRB1;DZIP3;BEX5;HIBADH;ELN;ICA1;CLEC9A;CROT;ARHGAP5;CHRDL1;FAM102B;UCHL1;SLC22A17;MED10;BBS9;RNF150;GPRASP1;SLC18A2;SULT1C4;PCYT1B;PACRG;C5ORF56;TSC22D1;NOG;PAWR;NSUN7;ELOVL7;PGM2L1;PLCB4;CLDN15;TAL1;PLSCR4;MIR17HG;RAPGEF2;VWA2;SNORA68;VAMP5;RAPGEF3;PDZRN4;PAFAH1B1;ZNF474;GRAMD1C;KIAA1324L;MRPS33;C7ORF13;TMEM163;FSTL1;ADCY6;MIPOL1;PTGS1;MYCT1;TMEM168;TMEM65;ABI3BP;TCEAL2;GCNT2;ANKRD36BP2;GPC5;LOC644172;APOL3;IL12RB2;WDR17;ZNF462;RIC3;AADAT;SAMD4A;NR1H3;TMEM64;LHFPL2;KLK10;PSMB8;TARBP1;SLC8A3;HIST3H2A;MORN4;GATS;MSRB3;F2RL1;MITD1;FAM171B;ZNF334;ZNF330;GUCY1B3;SPPL2B;GIMAP2;PLOD2;CDH9;PARK2;CDH7;CDC14B;MYLK4;NUDT11;SYDE2;NUDT10;ABHD10;CFL2;SCN9A;PLS3;BAALC;TMEM38B;PTRF;CA13;MREG;HFM1;HIST1H2AK;MIRLET7I;HCG4;VWDE;SDHC;MIRLET7D;TC2N;CASD1;CACNB2;ARMCX1;ARMCX2;SMO;SYPL1;OR2L13;LOC441204;PHLDB2;ABCG1;BHLHB9;CHRNA5;INSIG2;INSIG1;LTBP4;NTPCR;DTX3;LTBP3;SOCS2;STK33;ZNF667;CYTL1;ZNF544;ZNF300;ZKSCAN1;ZNF781;ATP8B2;FANCL;EPHX2;CRIM1;BMP6;GGCT;EFNA1;FGF16;NBEA;HOOK1;NFE2L3;FAM26F;TAB2;GNB5;SERGEF;PCDHGB4;FHL1;FHL2;DPY30;PKD2;PPP1R9A;DUSP16;TRO;SENP7;SCRN1;ME3;SERAC1;PRKG1;DACT1;CDADC1;CAMK1D;HMGCS1;DST;DDX58;ELAC2;LSR;DDX50;ZNF75A;SETBP1;PALLD;CRY1;DSG2;EFHC2;L3MBTL4;SHANK3;ST6GALNAC5;SEPT5-GP1BB;SEMA3C;KIAA1211;HMGCR;MLLT3;ATP2C1;JAKMIP2;LRP6;THBS3;REPIN1;ABLIM1;PARD6B;BEND4;BEND7;E2F5;S1PR4;ATP9A;EIF4B;S100PBP;GBP4;CMTM8;PCDH9;ARMCX5-GPRASP2;CYP51A1;ZNF181;MBOAT1;CABLES1;NAP1L2;PDE4DIP;SGCZ;TTC39B;SH3YL1;CCS;SCD;ST7;ASB9;SLC25A30;MDGA2;LPIN1;PFKM;TPT1
TFAP2A (human)	75/3613	0.9999930793538996	0.9999942770590278	0	0	0.5067323767484936	3.506927582215724E-6	ZNF132;THRB;SERPINE2;FAM69B;FAM57A;FHL1;ICAM4;ARHGAP5;PPP1R9A;IGF1R;SCRN1;CFL2;RASSF6;LAG3;PACRG;ST6GAL2;TSC22D1;SLC2A10;TPM2;ARHGEF17;TPM1;NOG;AMT;CTDSPL;MIR27A;LDOC1;HSPG2;PLCB4;OBSCN;EVC;CLDN15;POLG2;SETBP1;SLC9A7;PARD3;MZB1;NCOA7;TMEM126B;VAMP5;RAPGEF3;ABCG1;MEG3;HIST1H2BJ;PLAG1;NPR3;LTBP4;LTBP3;ADCY6;MED12L;PTGS1;THBS3;NKAIN2;C2ORF27B;FGD5;PARD6B;SH3TC1;TMEM67;GCNT2;SH3BP4;CYTL1;HES1;ZNF544;ABCA2;SLC37A1;RBPMS;SAMD4A;LHFPL2;BAIAP3;MEIS1;SCD;ID3;TAB2;MDGA2;PFKM;ZFP28
TBP (mouse)	64/3182	0.9999932571915338	0.9999942770590278	0	0	0.4954768636903615	3.340916854912497E-6	GPSM2;FHL1;ICA1;CROT;ARHGAP5;GIMAP6;PPP1R9A;CDH9;CDC14B;TRO;FAM102B;RPS6KA6;UCHL1;FAM19A2;RNF17;CTSF;ANKRD6;HMGCS1;HIST1H2AK;PGM2L1;ARMCX1;TMEM136;PARD3;ALDH1A1;RAPGEF2;VWA2;EXD2;BEX2;CFH;RBM8A;MRPS33;ADAM22;TRANK1;ATXN7L3B;FIGN;SLC25A27;MYCT1;ADAM28;PNMA1;TCTEX1D1;GNA12;GCNT2;GPC5;IL12RB2;SDR42E1;WDR17;SHFM1;NAP1L3;CABLES1;DCLK2;NAP1L2;RASSF9;NMI;SGCZ;REC8;PTPRD;LRCH2;MORN4;NFIA;KLHL5;KLHL6;HOOK1;FBXL4;DZIP3
KLF4 (human)	25/1485	0.9999933341535261	0.9999942770590278	0	0	0.430670033279158	2.8707898908845862E-6	TARSL2;FHL1;NLRC3;MSI2;ENO2;GPR173;DRAM1;PGM5;HES1;EIF4B;TSPYL2;NPDC1;ABCA2;LAG3;GABBR1;NOG;C10ORF10;CTDSPL;PGM2L1;EFNA1;OBSCN;CLDN15;OPTN;RAPGEF3;ABCG1
SREBF1 (mouse)	31/1735	0.9999935237111807	0.9999942770590278	0	0	0.4551491045035646	2.9476866016718836E-6	SPON1;INSIG2;FHL1;DUSP18;WDR89;ACTR3B;RYR3;FAM117A;PREX2;ARHGAP22;MMP28;SCN9A;GNA12;TSPYL2;STARD4;HMGCS1;NICN1;SYTL4;REC8;FANCF;LRCH2;OBSCN;EMCN;MORN4;SLC25A30;F2RL1;FAM26F;MAGED2;SERPINI1;HIST1H2BB;PDZRN4
CACYBP (human)	21/1350	0.9999938984055283	0.9999942770590278	0	0	0.3980964821061709	2.4290307048998496E-6	NPDC1;ABCA2;LAG3;ATP8B2;HTR1F;TPM2;FHL1;NOG;MUM1;NR1H3;NLRC3;MSI2;GPR173;LAPTM4B;PLCB4;DDAH2;SCN9A;TAB2;LPIN1;PTRF;RAPGEF3
IKZF1 (mouse)	28/1674	0.9999940163157477	0.9999942770590278	0	0	0.42517687408977706	2.5441317775850396E-6	CHRM3;PECR;INSIG2;DTX3;FBXO21;GIMAP7;ADCY6;PTGS1;UCHL1;SH3TC1;FAM19A2;GCNT2;ANKRD6;NICN1;MBOAT1;NR1H3;PDE4DIP;DCBLD2;BAIAP3;TMEM232;NFIA;KLHL5;PARD3;MPPED2;SHANK3;OPTN;RAPGEF3;ZFP28
SRF (mouse)	26/1782	0.9999941098415482	0.9999942770590278	0	0	0.3667248761973496	2.160073990599779E-6	GPSM2;CNRIP1;ARHGAP5;TRO;REPIN1;ADAM28;UCHL1;PNMA1;TCTEX1D1;TRPS1;SPOCK3;NDN;WDR17;CDADC1;RBPMS;NAP1L3;CABLES1;NAP1L2;PDE4DIP;SGCZ;PTPRD;BST2;PARD3;ASB9;BMPR1B;SLC29A2
NFYB (mouse)	27/1748	0.9999941280880836	0.9999942770590278	0	0	0.38990276751279396	2.2894814286058245E-6	SLC45A3;INSIG2;FHL1;DUSP18;WDR89;FAM117A;PREX2;MMP28;TSPYL2;WDR17;STARD4;HMGCS1;FANCL;NICN1;HIST1H2AK;TC2N;SYTL4;REC8;DCBLD2;FANCF;LRCH2;MORN4;RAB13;SLC25A30;MAGED2;HIST1H2BB;PDZRN4
CPEB1 (mouse)	27/1748	0.9999941280880836	0.9999942770590278	0	0	0.38990276751279396	2.2894814286058245E-6	SLC45A3;INSIG2;FHL1;DUSP18;WDR89;FAM117A;PREX2;MMP28;TSPYL2;WDR17;STARD4;HMGCS1;FANCL;NICN1;HIST1H2AK;TC2N;SYTL4;REC8;DCBLD2;FANCF;LRCH2;MORN4;RAB13;SLC25A30;MAGED2;HIST1H2BB;PDZRN4
NFYA (mouse)	26/1748	0.9999941358530503	0.9999942770590278	0	0	0.37469177480216914	2.1972540707992672E-6	SLC45A3;INSIG2;FHL1;DUSP18;WDR89;FAM117A;PREX2;SLC25A27;MMP28;TSPYL2;WDR17;STARD4;HMGCS1;NICN1;HIST1H2AK;TC2N;SYTL4;REC8;FANCF;LRCH2;MORN4;RAB13;SLC25A30;F2RL1;MAGED2;HIST1H2BB
KLF11 (human)	21/1388	0.9999942380586145	0.9999942770590278	0	0	0.38621026935058317	2.2253273455708037E-6	TSPYL2;NPDC1;ABCA2;LAG3;GABBR1;FHL1;NOG;C10ORF10;CTDSPL;NLRC3;MSI2;ENO2;EFNA1;GPR173;OBSCN;DRAM1;CLDN15;PGM5;HES1;RAPGEF3;ABCG1
Pax2 (mouse)	23/1516	0.9999942770590278	0.9999942770590278	0	0	0.38565134949010876	2.20706622445376E-6	CD52;PCDH9;CDC42BPA;PPP1R9A;ACACB;LRCH2;PSMC6;NFIA;POLG2;ETNK2;TSPAN6;TCTEX1D1;RBM12B;NFE2L3;ATP6V0A2;MITD1;DSG2;RNF150;SERAC1;NUP62CL;BCAT1;PFKM;KLRG1
